QueryKey;route;distance_text;distance_value;duration_text;duration_value;end_location_lat;end_location_lng;start_location_lat;start_location_lng;html_instructions;travel_mode;maneuver;polyline
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;12.9 km;12941;12 mins;749;-23,5894989;-46,830079;-23,573351;-46,7128544;Continue onto <b>Rodovia Raposo Tavares</b>;DRIVING;;ld{nChrb|Gb@hBFZ\pAd@hBJf@@DFZ@BHf@Jb@Pn@Pf@Rl@t@rBDJHRLXJVDHFJRZLPr@`ARXHJHNFLHPFPBLDL@H@J@H?BBN?P@B?N?LAJ?ZIvAC`@Ev@A`@AN?H@R@L@J@F@HBH@F@@@DBFDHLVLTJPXd@FJXf@R^l@bAFLFNJTLZDNHZDNDRDXJh@DVBLVzAb@fCPfALp@DTFTJj@Pj@@BTr@^lA`@rAv@hC`@rABHBF@@BHLTLNFHFHLJLHPHXLNDlAVB@`@HTFLDNFLHNJLNLNNVFRL^Tn@Nb@b@tA`@pAPd@Nb@JZx@zBx@dCRh@f@vAVd@\l@PZb@t@`@z@Zt@Pb@d@pAN`@FTVz@^lATv@Lb@BLn@vBj@nB\tALj@Nr@Hj@DXF`A?BBd@@|@AjAC~ACz@G`DCbACvAC|AGhDAbAAf@@h@@^BZ@TDTD^Fj@DVFTH\J\HXVv@@Db@lAJTRh@N\DJHPRn@\dABFBL\hBDVDf@D`@Bh@@^@R?P?P?\?tB?N?zAAp@?hA?rBAjB?~I?bFAtB?f@?X@N?DA@?BCDA`@Ar@El@?PCp@M`ACVGTEZKl@ETy@zFG^Ed@MjAMrAKnAE`AO`CShDEjCE~@]hDGh@WxAQ~@IZQt@Oj@[`AQd@[t@uAbDc@fA[p@IRGLYr@ITKXGTCP?@CJAJALCRK~BGrAGlAAt@At@@b@?N@X@HDfAHxBHrBF`BFz@Bf@?BDh@TvFLdDZbGLjBHvC@^?FJjBFpADj@?J@Z@FFzABZ@`@Dp@Bd@Br@?BBn@P|CDt@Ft@N`BT~ALr@FXBHDNHZ^tADPBHL^DJXr@P`@DFTj@f@hAP`@PZJRhBtDLVh@hAhCrFzAxC\p@R^BDJTf@dA^v@|@lBZl@LVp@vAP\v@~ALXNZtApCj@nAZn@h@hAVl@d@`ALXHP?@Vn@^bA^jAZ`AXx@Nf@Pj@r@vBNf@\bA\dALf@Lh@RdA@FFb@Hp@Fr@Dd@@T@R?X@l@@Z?^ALCz@ATIdBIvAAXGjAGfAGz@Gv@Cn@Cl@G`AEl@IbACPE^QfAe@xBUz@m@xBq@tBGRYr@Sd@Wj@S`@Wn@o@rAq@`AaAtA{A|BEHUb@OXKPGLM\ITERGd@C`@?\?\@P@LBNBNDNFRJZHLFJHLLRDDdBlB\b@NPVZ`@l@DFDHFJDJHN\r@Zv@BJHZDPDNBPBPBN@RBL@N@N@N@L@P?T?t@Ah@GlAM`ACPETGTERCJGPCJCHAJOd@Y|@ENAFCHCHAHCHAHCHAHAHAHAFAHAHAJAH?H?HAH?H?H?J?F?J?H?F@J?XBRDlA@d@FdCJxBHtBBtA@\Ah@CZIb@I`@Sd@KVa@f@UXA@YZQRa@d@SXO\MZSn@CX?R@T
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.1 km;100;1 min;15;-23,5890568;-46,8307384;-23,5894989;-46,830079;Take the exit toward <b>São Paulo</b>;DRIVING;ramp-right;ji~nC~ny|GM`@?T?V?B?DAF?DABCBABC@SDKH[A
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;86 m;86;1 min;11;-23,5891494;-46,8299041;-23,5890568;-46,8307384;Turn <b>right</b> onto <b>Av. São Camilo</b>;DRIVING;turn-right;rf~nCbsy|G?Q@O?O@O?Y@QBW@KDU
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;322;1 min;36;-23,5908532;-46,8279656;-23,5891494;-46,8299041;Turn <b>right</b> onto <b>Viaduto Prof. William Ortiz</b>;DRIVING;turn-right;dg~nCzmy|GZ@b@@?@\@V@N@PCFADCLMv@y@JGBCDILYJ_@Ji@Fa@BKFWDYF[BSDq@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;1.5 km;1512;1 min;85;-23,5899433;-46,8143388;-23,5908532;-46,8279656;Merge onto <b>Rodovia Raposo Tavares</b>;DRIVING;merge;xq~nCxay|GHa@DM@O@O@O?QCqAIcDMoDCi@Ae@IeCEy@?K?MAs@@KF}@P}@Lc@DODKFOLe@BIBKBIHUBKBIBMBIBI@KBK@IBK@IBI@K@I@I@E@I@M@OBM?M@O@M@i@@OA{@GeAOsAQ}@S}@EQIIGKGIGKGICECE[i@s@cAiBuBUWGIGGEGEGGGGIEGGGGIEIEGEICIEIAECEAGAEAECGAEAIGi@AM?S?Q?[BODWH_@FONYf@s@FIPWZe@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;22 m;22;1 min;2;-23,5900997;-46,8142067;-23,5899433;-46,8143388;Take the ramp to <b>Rodoanel</b>/<wbr/><b>Bandeirantes</b>/<wbr/><b>SP 348</b>/<wbr/><b>R. Bittencourt</b>/<wbr/><b>BR 116</b>/<wbr/><b>Imigrantes</b>/<wbr/><b>SP 160</b>/<wbr/><b>SP 21</b>;DRIVING;ramp-right;bl~nCrlv|GNGBCJM
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;336;1 min;21;-23,5920364;-46,8116742;-23,5900997;-46,8142067;Keep <b>left</b>;DRIVING;keep-left;bm~nCxkv|G|BwCNQFIBEv@kAf@w@r@cAd@u@Va@Va@
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.3 km;274;1 min;19;-23,5928902;-46,8091617;-23,5920364;-46,8116742;Keep <b>left</b> at the fork, follow signs for <b>C. Branco</b>/<wbr/><b>Bandeirantes</b>/<wbr/><b>Anhanguera</b>;DRIVING;fork-left;fy~nC|{u|GXo@Po@Po@^gBReATgABK\cB
3550308 SÃO PAULO 2020-06-09 12:00:04 EW;1;0.1 km;114;1 min;14;-23,5930816;-46,8080798;-23,5928902;-46,8091617;Keep <b>left</b> at the fork, follow signs for <b>São Paulo</b>;DRIVING;fork-left;p~~nCflu|GDSH_@Ha@BM@GDSBK@O?KEo@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.2 km;152;1 min;19;-23,4099456;-46,5817412;-23,4090217;-46,5828361;Head <b>southeast</b> on <b>Av. Cel. Sezefredo Fagundes</b>;DRIVING;;ja{mCvei{GRWf@o@d@k@NOLO`@e@BEDELU
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;88 m;88;1 min;10;-23,4107275;-46,581775;-23,4099456;-46,5817412;Turn <b>right</b> to stay on <b>Av. Cel. Sezefredo Fagundes</b>;DRIVING;turn-right;dg{mCz~h{Gd@GDAB?B?D@p@Fn@F
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;39 m;39;1 min;4;-23,4110305;-46,5815801;-23,4107275;-46,581775;Turn <b>left</b> toward <b>BR-146</b>/<wbr/><b>BR-381</b>;DRIVING;turn-left;`l{mCb_i{GTOFCBADCDCDCFE
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;6.1 km;6080;4 mins;266;-23,4619295;-46,571595;-23,4110305;-46,5815801;Turn <b>right</b> onto <b>BR-146</b>/<wbr/><b>BR-381</b>;DRIVING;turn-right;|m{mCz}h{Gh@DVBN@f@@r@B^@j@@lBED?n@Ch@Gf@G`@GZCXEv@O@AHATEBA^Gz@Uj@Qt@W^Of@SrFmBfE}AbDqArAg@ZOt@_@nCyAd@]h@a@p@e@jDiCtAeA\W`E_DlAcAl@i@rBqBvBsB@AxAuA`Ay@fA_A`Aw@rAeAhAw@v@m@z@k@NM|AcAXQHEVSl@_@v@i@fAm@TKTK\ONGHERMXOPG@Ar@[XMn@YzCkAdD_AjAYDApAYvBa@r@MxB[~Eo@jAIvAK\Ar@Ep@Cb@Ax@?r@Er@C`BIj@Bn@@lB?h@?D?@?`@@D?pAFX@\@\@tBLj@B`AHp@FL@VBJBj@Fz@Lt@HrDf@pB\|@N~Dn@x@Lr@PhDd@XD`@Fx@Pz@NZD`@FVD`AJn@JdAPLBRBf@HjCVF@r@H@@nAPj@HXDTDr@LZD^Hn@LfARf@H`@Fx@JZF`AN|@Lx@JVD^@d@Fx@FP@vBHD?tAF~BFV?fABD?`A@R?fCBN?fC?j@?n@?fDDt@?
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;4.2 km;4249;3 mins;182;-23,495089;-46,559576;-23,4619295;-46,571595;Keep <b>left</b> to stay on <b>BR-146</b>/<wbr/><b>BR-381</b>;DRIVING;keep-left;`lenCl_g{GX?`B?v@?fA@F@pBB^@xA?v@?lAB~@D\Ax@@d@?t@?j@EVANCLA^GZG\KXKTILGLEVONIPKROJKJIHIHGJMJMLONQPYLSN[BC@O@G@IDKLYlAmCxBcFBEvB}EVi@lAmCP_@hAiCLYP_@@Aj@oApAoCTc@Ta@NUPUr@_Av@{@~@cAdAcATUXWVUTOXSZQj@[XMb@Ox@Un@OVGZEt@K`AMt@K`@ETCd@EJAXAt@Eh@CfCEXA`@A^CZAb@Ap@?j@?T?PAj@Cz@C|ACF?pBCfBC|@Cv@CjCId@C~@Cn@AvAGd@CxAEzAGbACb@A|@Cn@Cp@Cv@EdAE`ACh@Cz@EvAIv@Ez@CV?dACrAAX?bA?tA?rC@dA@f@@N@H@^@v@@f@@`ABdAD^@tBHF?F?JAN?
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;1.6 km;1618;1 min;84;-23,5055487;-46,5697526;-23,495089;-46,559576;Slight <b>right</b> onto the ramp to <b>BR-381</b>/<wbr/><b>São Paulo</b>/<wbr/><b>SP-150</b>/<wbr/><b>Achieta</b>/<wbr/><b>SP-160</b>/<wbr/><b>Imigrantes</b>;DRIVING;ramp-right;h{knCjtd{GBBBBB@D@B@D?D@N?VB|@FvAJRBXBZBVBZDD@B?PDL@NBLDLBTFJDLBTJRHVJVLHDJFXPLHNJRNJHJJJHHHLL@@DDFFHLDDLPLNNTTZFHHLPVPVLPT\l@~@V`@`@n@TZ\h@BDB@B@D@B@LBNTx@rAvA|BjBzCfAhB`@p@`CxD`@n@r@bAPTv@dA^d@Z^`@d@r@x@TXVXxB|B
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;2.0 km;2015;2 mins;96;-23,5192118;-46,5827277;-23,5055487;-46,5697526;Keep <b>left</b>;DRIVING;keep-left;t|mnC|sf{Gt@p@x@t@^\|CtCf@f@h@d@r@p@~A|AxCvC|EpEf@b@h@d@bA`AjG`GzBtBn@l@dA`Ap@n@z@v@bA|@pAnAj@h@@BfA`An@n@f@d@|@t@nAlAzBrB|CrCLLLJx@v@^\DBLLHH|BvB
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.4 km;427;1 min;23;-23,5220138;-46,5855579;-23,5192118;-46,5827277;Take exit <b>231</b> for <b>SP-150</b> toward <b>Av. Salim F. Maluf</b>/<wbr/><b>SP-160</b>/<wbr/><b>Imigrantes</b>/<wbr/><b>Anchieta</b>;DRIVING;ramp-right;`rpnC`ei{GHX@DBFRT\\p@t@@@nCnC|AvArAlAvBjB
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.9 km;907;1 min;66;-23,5293783;-46,5846584;-23,5220138;-46,5855579;Continue onto <b>Ac. Pte. do Tatuapé</b>;DRIVING;;pcqnCvvi{G\VZV`@ZZX~@r@~@p@RNPJ\NLDXHPBH@F?B?J?H?J?HAPCREREJC^MDCZITIlAa@XKhA_@HCvAg@b@ORGtAg@FATGTGTGRGrAc@p@U^K`@Q^QlAi@XIFCRG
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.3 km;317;1 min;44;-23,5320913;-46,58373;-23,5293783;-46,5846584;Keep <b>left</b> to continue on <b>Av. Salim Farah Maluf</b>;DRIVING;keep-left;rqrnCbqi{Gz@[r@Wn@SHCv@Wx@UJAHALAd@K`AOtB]
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;1.0 km;1015;2 mins;145;-23,5407899;-46,5810953;-23,5320913;-46,58373;Keep <b>right</b> to stay on <b>Av. Salim Farah Maluf</b>;DRIVING;keep-right;pbsnChki{GFBB@L@L@HBTEv@MjB[t@MNCbAOLCTEd@IB?BAB?@ALCvAUbAOLCx@Kz@Of@IdCa@xCe@hAQTEHAHEPGPGNIVOXSJG`@YLKLKXOTMl@SXKZINEZGhASx@KPELA
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;1.8 km;1850;3 mins;192;-23,5454849;-46,5980609;-23,5407899;-46,5810953;"Turn <b>right</b> to merge onto <b>Av. Alcântara Machado</b>/<wbr/><b>Av. Radial Leste</b> toward <b>Mooca</b>/<wbr/><b>Centro</b><div style=""font-size:0.9em"">Parts of this road may be closed at certain times or days</div>";DRIVING;ramp-right;|xtnCzzh{GHFDDJDJBRFJDJFRJPN@@LNHJBDBDBHBHFh@BT@H@B@D@DFJFJHJNJb@VDDDBHJBDBDDHHXTp@Hr@VtBZjC@JDf@NjAHz@^hD?BVxBXdCNtA^dDf@bE`@dDTnBXfCR`BFb@LbAL`AHd@TlBL|@^zC@FNtA@PBZH`AFz@@BFj@DTJj@v@hD
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;4.4 km;4375;7 mins;397;-23,5563425;-46,6360575;-23,5454849;-46,5980609;"Slight <b>left</b> to stay on <b>Av. Alcântara Machado</b>/<wbr/><b>Av. Radial Leste</b><div style=""font-size:0.9em"">Continue to follow Av. Radial Leste</div>";DRIVING;turn-slight-left;fvunCzdl{GNZl@|AVj@Vj@n@tAjAdC~@pBJT^x@t@zALXFNP\\t@l@rAj@vA@@x@`BHNd@bALXt@`BpAtCb@~@x@fBj@rAd@fALXTj@fAfCt@`BNXFJJT`@|@BFZr@t@bBLVZr@L^LXPf@Ld@J^Nh@Hd@Hd@F\DVHl@BV@TB\@J?D@J?R?@@^Aj@A`@Ch@C|@GdAIhBG|AEl@Cp@?DCp@QrDEdAC`@?DKrBMbBGz@Cf@Ej@IlAG~@O~BCVG`AKlA?FIz@Cb@En@AHATEj@GpBAP?JA`@KnAANC`@GjACPAT?D?L?L@LBVDPDLN`@BFBB?@FFHJFHJHJFJFn@^PJJFD@z@d@b@RXLb@TRHdAd@\N~@b@HB^NPHJDfAd@f@RXLNHJFLJHHJHFHHJJNDHFLDJDJDLDLBLBR@LBP@ZBj@Bv@DlA@L@d@?@DlA@R@PDhAF~ADzA?J@NFdB@R?@@d@?VBlABlC@nBAbAGfAI`AC`@E`@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;78 m;78;1 min;9;-23,5561206;-46,6367743;-23,5563425;-46,6360575;Take the ramp to <b>Pça. João Mendes</b>/<wbr/><b>Liberdade</b>;DRIVING;ramp-right;bzwnCjrs{GIPA@AHG\UpA
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.3 km;329;1 min;31;-23,5533782;-46,636206;-23,5561206;-46,6367743;Slight <b>right</b>;DRIVING;turn-slight-right;vxwnCxvs{GORA@CDGDGDG@G@G?I?GCICmBy@o@Y_Bi@k@IQCQCOAKAi@Au@@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.2 km;150;1 min;22;-23,5520634;-46,6360378;-23,5533782;-46,636206;Keep <b>right</b> to continue toward <b>Viaduto Dona Paulina</b>;DRIVING;keep-right;rgwnChss{GKEI?GAI?K?q@?{A@QAOEKEKEKG
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;65 m;65;1 min;23;-23,5518826;-46,6354347;-23,5520634;-46,6360378;Turn <b>right</b> onto <b>Viaduto Dona Paulina</b>;DRIVING;turn-right;j_wnCfrs{Gc@yB
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;85 m;85;1 min;30;-23,5511615;-46,635491;-23,5518826;-46,6354347;Turn <b>left</b> onto <b>Praça Dr. João Mendes</b>;DRIVING;turn-left;f~vnClns{G[Co@CQAG?I?G@C@G@CBCDCD
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.5 km;468;2 mins;97;-23,5486134;-46,6386247;-23,5511615;-46,635491;Continue straight onto <b>R. Riachuelo</b>;DRIVING;straight;vyvnCxns{GUn@g@|Ao@lBGPUr@e@rAWt@IVEFEJEHKJKHa@Zi@^a@XMFC@K@IBK@I?G@Q@C?K?CAGAGAUK
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.2 km;163;1 min;46;-23,5494576;-46,6373943;-23,5486134;-46,6386247;Turn <b>right</b> onto <b>R. São Francisco</b>;DRIVING;turn-right;xivnCjbt{G?I?C?A@EBEBEBCtA{ATSNOHMFIBGDI@C@G@GAG?I
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;65 m;65;1 min;15;-23,5495688;-46,6367646;-23,5494576;-46,6373943;Continue straight onto <b>Praça Ouvidor Pachêco e Silva</b>;DRIVING;straight;bovnCtzs{GBYJq@Dq@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.3 km;278;1 min;76;-23,5500813;-46,6340939;-23,5495688;-46,6367646;Continue straight onto <b>R. Benjamin Constant</b>;DRIVING;straight;xovnCvvs{GB_@@UDa@p@wFf@eE
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;93 m;93;1 min;35;-23,5508262;-46,6345075;-23,5500813;-46,6340939;Turn <b>right</b> onto <b>Praça da Sé</b>;DRIVING;turn-right;~rvnC`fs{Gl@Tr@\r@^
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.2 km;223;1 min;54;-23,5501844;-46,6365717;-23,5508262;-46,6345075;Turn <b>right</b> onto <b>R. Sen. Feijó</b>;DRIVING;turn-right;twvnCths{Gu@vC_A`EEPCNAH?D?F?F
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;50 m;50;1 min;29;-23,5506064;-46,6367472;-23,5501844;-46,6365717;<b>R. Sen. Feijó</b> turns <b>left</b> and becomes <b>R. Cristóvão Colombo</b>;DRIVING;;rsvnCpus{GtAb@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.2 km;209;1 min;50;-23,5522738;-46,6376761;-23,5506064;-46,6367472;Continue onto <b>Av. Brigadeiro Luís Antônio</b>;DRIVING;;hvvnCtvs{Gp@XJDbA`@z@^z@`@b@Rb@TDDBD
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;59 m;59;1 min;12;-23,5518014;-46,6379072;-23,5522738;-46,6376761;Turn <b>right</b> onto <b>R. Asdrúbal do Nascimento</b>;DRIVING;turn-right;t`wnCn|s{GGHGDIDk@LWH
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;76 m;76;1 min;18;-23,5512258;-46,6375638;-23,5518014;-46,6379072;Slight <b>right</b> onto <b>Tv. Grassi</b>;DRIVING;turn-slight-right;v}vnC|}s{G]GQG_@OMGAAAAAACAACCAACAC?G
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;1.1 km;1135;2 mins;92;-23,5606589;-46,6399164;-23,5512258;-46,6375638;Merge onto <b>Av. 23 de Maio</b>/<wbr/><b>Corredor Norte-Sul</b>;DRIVING;merge;dzvnCv{s{Gn@a@`@WDCNKLIHEJGRIJGJCFCHAPEZINCZETCTAVCT?Z?R@L?H?ZDXBTDPDRDPDPDTFb@LLFPFt@Rz@TRFZJh@NZJHBRFJDLDRDJDPFf@Nh@NdAZ`B`@dA^`@L^Ln@RF@LDZLd@Pd@PLFXPp@d@l@^NJXNj@ZVJn@V
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;7.1 km;7115;8 mins;500;-23,6159171;-46,6604238;-23,5606589;-46,6399164;Keep <b>left</b> to continue on <b>Corredor Norte-Sul</b>;DRIVING;keep-left;buxnCnjt{GRDb@Jb@Hb@J\Dr@Jr@F^BvAHZBXBb@Bd@Bt@Bp@Df@FN@d@Ff@J^H`@FPBNBVBB@r@Df@BN@f@@hBAl@ElAGF?x@C^?dBDxAJ|AFJ?vCL@@v@FnBHtBF`BD`CDjBDrADrAFR?V@`CHVDRDRDb@NXPRLJJXVRVb@p@JPT^R^Zd@nBhDt@nAnApBh@z@LPr@hAl@|@h@x@h@x@\j@^n@|@tADDp@bArChEXb@T\JNJNfBnCJNPX~@vAf@t@hAjBLPNRZh@LTv@nAJNHLRVRXPNVR\X^Vb@VB@RLVJNFNFNFHBVHp@TfAJH@j@@^?\CXCB?NCPAZIZIj@SJEvAi@ZKPGpBu@^O|EgBj@S~@_@fBo@ZKr@Yp@YRIZKf@OLERE`@MPEPEVGFAPCZG\GXEJAf@Gl@Gn@Cl@A|@?^@j@Br@B~@BZ@lBFdAD`@BfADjBFd@B`@@jBFbBHF?x@DbBFR@L?\@|@DfADd@Bt@Dt@Bb@BXBdADv@Bv@DbADbADdABbBJz@DJ@pAFj@BX@ZBnADB?^BZ@dAFH?XB`@FH@RDf@LRDTHNFRFXNPHXN^VVPJJLHHHRRPPXTVR^^vApAj@h@XVZXLLdB`BbBzADD~AxAf@d@FDLLHJ`@^~@z@j@h@~CtCnAjADBjAhAn@l@hBbBdA~@|AxAn@l@j@h@x@r@f@d@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;1.8 km;1779;3 mins;150;-23,6289451;-46,6654309;-23,6159171;-46,6604238;Keep <b>left</b> to stay on <b>Corredor Norte-Sul</b>;DRIVING;keep-left;nncoCrjx{GLJr@r@XXTT`@^|@z@RRTRLJJFFDHDRLLFRJp@RVFPDF@L@TB`@@L@NAp@CtAGr@C~@G~@G\Ab@AdCK^AZAxGUb@At@ElAGPAJ?L?P@\@H@T@T@RBrAH`@BRBL?N@N?L?NALCRAPEt@SZITGRCJCN?PAb@@NBH@LBF@JDD@JDVLLHNHTLVPJJLNTVPXHLDJHND^D^LfAHn@BVVtBHp@VtAJn@Jj@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;3.4 km;3405;5 mins;311;-23,6534868;-46,6799685;-23,6289451;-46,6654309;"Continue straight onto <b>Corredor Norte-Sul</b>/<wbr/><b>Av. Washington Luís</b><div style=""font-size:0.9em"">Continue to follow Corredor Norte-Sul</div>";DRIVING;straight;|_foC|iy{GHt@NpAL~@Dp@Fn@D\Jf@J\HXN^NXP\LRNPVVNJDBVPB@ZNVNPHFBXLl@TTFPD`@JTDPBRBVDb@BT@L@R?@?j@?~@ApEAb@?lBA^@VBLBD?VFXJLFFDFDHFl@f@TRZXfAdA`@^^\|BzB`A~@RRfAbAhCbCz@v@lBhBf@d@HHHFFDDBDBHBFBH@@@F@D@D@F@F@D?F?B?D?FANCLCPGNGRILE`@SZMbAg@x@c@x@a@v@_@JEZK@Ab@KXEZEl@CX?X@t@HZFVHXHTJLFPJZTbAv@VP`@\nA~@|@p@p@d@XRBBFJFDf@^`@ZfAx@TPp@f@~@r@lCrB|BhBzDzCTNXT`ChB`Av@fBtAXRb@^h@`@r@l@RPr@d@JDFBD@HBH@JBH?J@T?
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;4.2 km;4152;11 mins;654;-23,6840067;-46,6918253;-23,6534868;-46,6799685;"Continue onto <b>Av. Interlagos</b>/<wbr/><b>Praça Min. Pedro Chaves</b><div style=""font-size:0.9em"">Continue to follow Av. Interlagos</div>";DRIVING;;hyjoCxd|{G`@AhAC~AGhHQ~AG^AjBEbCIlDIp@Az@CtAEt@C^A|@CdBGRAPAPALAh@GVEVC\GzBe@dB]lBa@\KZI|@UXM~AYtAYNEjCg@\GBATEFANCZEd@ENAP?PAH?N@pA?|ABv@BH?hBFdBDzAFb@@T@T?P?RAZARCPAh@Gn@KvC_@HADALCRAXCL?JAd@?L?H?D?F?^DP@NBJBH@JBPDRHNFXNB@NJd@VJD`Ah@bB|@~@b@t@Zv@^f@Xd@`@FFHJHJHJLTJLDHBDNXDHDLFLBHDLFRLh@b@dBZnAd@pBXjAl@dCLj@Nn@Lb@H`@@DL`@FNRh@HPNb@N^HTJNDFHJDDp@`AHJd@p@x@hAzAvB`ArALRl@z@Zd@d@p@f@p@lBrCDFj@v@Z\\^JLNPZZn@l@HJJNJHHFJHXXl@x@X^DFNRJP`@h@@@f@n@
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;2.7 km;2672;6 mins;338;-23,7050476;-46,7024927;-23,6840067;-46,6918253;Continue straight to stay on <b>Av. Interlagos</b>;DRIVING;straight;`xpoC|n~{GRTHLDF\^hA~@ZVr@j@FDn@d@RN`@VhAv@JHVV\`@\`@DFFHPXl@fAj@jAXp@`@`Ab@~@BHDFDJ^|@DHFJLPNTPXTRRNr@d@j@XDBNHtA^JBzAZfAR\FhB`@TFt@LxAX|@R\FTFJBFBzA\b@Lz@R^NbBp@XJXL`A`@PFp@Vf@R~An@PHZLB@JB`@HNDl@JrCf@pCd@zAXt@NXB^FZFjB\xB^~@NbCb@rATxAVb@FnATv@Jb@FrCh@bCb@H@`BR
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.8 km;784;2 mins;98;-23,7114827;-46,7041631;-23,7050476;-46,7024927;"Turn <b>right</b> onto <b>Av. Interlagos</b>/<wbr/><b>Praça Moscou</b><div style=""font-size:0.9em"">Continue to follow Av. Interlagos</div>";DRIVING;turn-right;p{toCpq`|GJPDFB@HDHDFBD@D?B@F?B@F?F?\?@?D?B?D@D@~@NbAP`@DF@D?F?F?N?H?DAD?DAFAd@G`@GtA[h@KHCTCLCJ?@?H?H?H@H@F@D@DBD@DBDBFDFDl@b@FHHFFFDF@@LPHJLPPVDHHJFFHHFFJFPHDBFDF@HBNBhAL^DN@PBL@L?L?LAR?F?F@D@F@`@N
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.7 km;674;2 mins;106;-23,7138678;-46,6986107;-23,7114827;-46,7041631;At the roundabout, take the <b>2nd</b> exit onto <b>R. Nossa Sra. do Outeiro</b>;DRIVING;roundabout-right;vcvoC~{`|G@@@??@@??@@?@@B@D@D@B?D@D?DAB?BA@?BA@?@ABA@?@ABCBCBABE@C@C@C@E@E@G?E?G?EAGAEAEAECCCEACCCECCACAT{@Z_ARq@Tq@X_AZ_A?Ap@{Bf@}AFOV{@Vy@l@oBBKBE^oA`@mA
3550308 SÃO PAULO 2020-06-09 12:00:07 NS;1;0.6 km;650;3 mins;152;-23,7195256;-46,6987153;-23,7138678;-46,6986107;Turn <b>right</b> onto <b>Av. Sen. Teotônio Vilela</b>;DRIVING;turn-right;trvoChy_|GXDv@NPFb@Lx@Tt@TLDJDLBHBB@NBNBN@LBh@DvABL?l@Bj@BlADD?F?FAT?D?B@H@ZANAB?LELC@Al@Qb@Md@M@?z@SXGHEREt@STE
